ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
5935,D,Ship,3,4,263,6,high,M,3,4429
5663,C,Ship,4,2,237,3,low,M,2,5277
6421,D,Road,4,5,181,3,medium,M,1,5310
4716,F,Ship,3,3,204,4,high,M,9,4712
4333,D,Ship,4,1,189,2,low,M,10,4646
810,F,Road,3,3,183,3,low,F,45,2181
5444,F,Ship,3,1,162,3,medium,F,7,5971
6267,A,Ship,2,1,211,3,low,M,6,1760
9529,D,Ship,5,4,273,2,low,F,1,5008
5123,C,Ship,4,5,176,4,medium,M,6,5061
2555,C,Ship,5,5,264,3,medium,F,23,2837
4953,A,Ship,4,2,242,3,medium,M,10,4721
4891,D,Ship,3,4,232,3,low,F,6,4050
4788,F,Road,3,2,144,3,high,F,9,4428
8766,F,Flight,3,5,179,3,low,M,2,4913
9834,F,Ship,4,3,133,2,low,F,10,4195
2862,F,Road,3,3,248,4,low,F,36,3276
7088,F,Ship,3,3,239,3,low,M,8,5366
7911,A,Ship,4,4,254,3,low,M,7,5637
2732,F,Road,3,3,236,2,medium,F,58,3360
10814,F,Road,4,3,207,3,medium,F,5,4847
3739,D,Ship,5,4,263,2,high,F,8,4914
4725,A,Ship,5,3,199,4,medium,F,8,5362
904,B,Ship,4,1,143,2,medium,M,3,1996
3822,F,Road,3,4,245,4,low,M,4,5186
7805,C,Flight,3,3,244,4,medium,M,10,5181
8222,F,Flight,4,5,232,3,low,F,8,5923
7043,C,Ship,6,4,272,4,low,F,4,4098
1910,F,Road,4,4,224,3,low,M,29,3623
3768,F,Ship,5,4,189,3,low,M,7,4741
10585,D,Ship,5,5,187,3,medium,F,5,4613
7008,F,Ship,3,2,126,5,low,F,6,4372
2266,B,Ship,4,4,223,3,medium,F,51,3895
2264,F,Ship,3,5,225,3,low,F,1,2864
1736,F,Ship,3,2,188,3,low,F,33,3335
5311,D,Ship,2,1,219,4,low,M,7,5573
1250,F,Flight,4,1,247,3,low,F,9,2414
6862,B,Flight,6,4,289,4,high,F,4,1822
8284,B,Ship,2,5,142,3,high,M,10,5174
8685,A,Ship,3,5,205,3,medium,F,9,4565
4307,C,Ship,4,3,191,3,medium,F,6,4563
5936,F,Ship,4,1,271,4,low,M,9,5853
7036,B,Ship,2,1,219,4,low,M,6,5124
8854,B,Ship,4,2,265,4,medium,F,10,4575
4457,C,Ship,4,2,216,4,medium,M,3,4887
10255,D,Road,3,5,217,3,medium,M,3,5433
1524,F,Flight,3,5,202,2,low,F,4,3372
9570,F,Road,3,2,133,5,medium,M,9,5744
5347,D,Flight,3,1,191,2,medium,F,10,5073
8403,A,Ship,4,1,186,3,low,F,6,4758
1676,F,Ship,3,3,111,3,medium,M,54,1712
1068,F,Ship,4,5,162,2,medium,F,57,1715
1803,A,Ship,3,5,249,2,low,F,26,2029
258,F,Road,2,2,129,3,medium,F,22,6614
1288,B,Ship,4,1,191,3,low,M,4,2724
6418,B,Road,3,1,233,3,medium,M,7,5331
3339,A,Ship,3,4,255,2,medium,F,7,4332
5826,F,Ship,4,4,272,3,low,M,9,5458
9721,D,Road,4,2,147,3,low,M,3,4152
4541,C,Ship,3,2,255,7,low,F,3,5936
4735,D,Ship,4,3,169,10,medium,F,6,5106
6380,F,Ship,5,3,266,3,low,M,4,4969
9720,F,Road,5,2,152,3,low,F,4,4770
7096,B,Ship,5,2,195,6,high,M,5,5339
10508,F,Ship,3,1,187,2,low,M,6,5448
8927,C,Ship,6,2,255,4,medium,F,3,1355
675,A,Road,4,5,202,3,low,F,6,2616
3601,D,Ship,3,4,245,10,medium,M,1,5363
5704,B,Ship,5,5,248,2,low,M,4,5587
10413,A,Flight,5,5,248,5,medium,M,8,1881
4839,A,Ship,2,2,251,6,medium,F,1,4165
8114,F,Ship,3,2,210,3,medium,M,8,4011
4579,D,Ship,4,4,218,2,low,M,4,4104
6198,F,Ship,4,2,268,4,low,F,3,5275
10595,C,Ship,3,2,183,2,medium,F,6,4313
2141,C,Ship,3,3,160,3,medium,F,65,1228
10474,B,Ship,5,5,254,5,low,M,7,1967
245,C,Ship,2,1,142,3,medium,F,8,6064
8882,F,Road,6,1,256,4,low,F,7,1372
4776,F,Road,3,3,265,3,medium,F,3,5241
8157,A,Ship,3,1,250,2,low,F,5,4232
213,A,Ship,2,5,127,3,low,M,44,1341
4624,B,Ship,5,3,224,2,low,M,6,5962
7534,B,Flight,5,2,232,3,low,M,5,5607
1759,D,Road,3,2,267,5,low,F,48,2622
2224,B,Ship,4,1,97,2,high,M,15,1836
433,D,Ship,6,4,205,3,low,F,44,2064
2512,B,Ship,3,1,176,2,medium,F,45,1470
8021,C,Ship,7,4,281,4,low,M,9,1970
10821,A,Flight,4,1,157,5,low,M,10,4871
1090,B,Road,3,1,112,5,medium,F,41,1249
6099,A,Ship,5,5,153,5,medium,M,10,5297
3039,A,Ship,4,3,276,4,low,F,3,3889
4693,D,Ship,5,3,217,4,low,M,3,5718
1541,C,Ship,6,5,111,6,high,F,28,1216
2599,D,Flight,5,1,189,3,medium,F,14,3318
10497,A,Ship,4,1,251,2,low,F,2,4839
830,F,Flight,5,4,223,3,low,F,40,2074
10552,B,Flight,5,3,119,2,low,M,8,5290
5419,D,Ship,5,5,209,2,low,F,3,4348
7977,A,Ship,3,4,242,10,high,M,5,4127
7028,F,Ship,4,4,214,2,high,F,1,4117
8616,F,Road,4,5,239,5,low,M,7,1380
3380,F,Ship,2,2,162,3,high,M,10,4489
4437,A,Ship,3,4,212,3,medium,M,10,4663
6769,D,Ship,4,1,100,6,medium,M,6,5841
853,D,Ship,3,2,149,4,medium,F,21,1636
4761,A,Ship,6,5,290,4,medium,M,2,1867
8227,D,Flight,4,1,245,3,low,F,9,4024
10050,F,Ship,4,2,239,4,medium,M,8,4039
10243,D,Ship,4,2,160,3,low,M,5,4492
9517,D,Ship,4,4,169,4,medium,F,8,5493
1854,F,Ship,3,3,190,7,medium,F,7,2400
3181,D,Ship,4,2,223,3,low,M,7,4026
7006,B,Ship,3,5,141,2,medium,F,9,5000
1005,A,Ship,3,2,146,6,medium,F,62,1162
9021,A,Road,3,2,124,5,medium,M,10,5348
6328,B,Ship,5,2,135,3,medium,M,9,5173
1240,B,Flight,4,5,157,3,medium,M,28,1557
784,B,Ship,3,3,140,4,low,F,47,1207
4031,C,Ship,3,2,154,2,medium,M,4,5864
1744,B,Ship,6,2,143,5,low,M,17,1955
7115,C,Road,4,4,245,4,medium,F,6,5051
601,D,Ship,6,3,133,5,medium,M,32,1367
363,A,Ship,3,5,203,2,medium,M,61,3642
6635,C,Ship,4,4,203,2,low,F,4,4793
8659,D,Ship,6,1,281,4,medium,M,2,1592
9123,A,Ship,3,1,247,2,low,M,7,5557
2016,F,Ship,5,5,166,3,medium,F,20,1267
9027,A,Road,3,4,162,5,low,F,1,4240
10357,D,Ship,4,2,185,2,medium,M,5,4066
4498,B,Road,3,4,260,4,low,F,10,4109
6913,D,Ship,5,1,251,5,low,F,7,1924
654,F,Ship,3,1,157,2,high,M,19,1898
921,A,Ship,3,2,214,2,low,M,26,3503
3142,B,Road,6,2,153,5,low,F,1,4597
4004,F,Ship,2,2,158,3,medium,F,2,4153
4656,F,Flight,5,2,102,5,medium,F,3,4784
3003,A,Road,3,1,274,3,low,M,4,2087
51,A,Ship,4,1,183,3,low,M,37,2042
7949,C,Flight,4,3,150,3,high,F,2,4383
5867,C,Road,4,4,206,2,high,M,8,4093
724,B,Ship,5,4,140,3,high,F,56,1332
8611,D,Road,5,4,228,5,low,F,9,1549
10153,D,Flight,4,1,274,6,low,M,8,1141
2401,D,Ship,2,5,171,3,medium,F,13,1101
10800,F,Road,4,3,245,6,medium,M,2,1727
9852,F,Road,4,2,219,2,low,F,1,5071
8255,C,Ship,3,4,245,3,medium,F,7,5429
6003,A,Road,6,4,282,4,low,M,6,1580
7552,B,Flight,4,1,205,2,low,M,10,4086
1888,B,Ship,3,5,203,3,low,F,58,3231
3261,A,Ship,4,5,273,3,low,F,1,5043
3058,B,Ship,5,5,257,4,medium,M,31,2040
4981,D,Ship,3,1,165,3,high,F,10,4208
165,A,Ship,3,5,141,2,low,M,52,1692
4444,B,Ship,3,2,256,2,medium,F,9,4228
3442,B,Flight,3,2,242,5,medium,M,6,4694
1411,D,Ship,3,4,110,3,low,F,55,1281
71,C,Ship,5,1,187,4,high,M,14,3849
1200,F,Ship,6,5,135,5,low,M,55,1078
7671,A,Flight,6,4,284,4,low,F,9,1436
313,D,Ship,3,3,140,3,medium,M,51,1046
5737,D,Road,4,5,188,3,low,M,4,4632
4821,A,Ship,6,3,247,4,low,M,3,1616
3163,D,Flight,3,1,213,10,medium,M,9,4862
5872,B,Road,3,2,178,3,low,F,5,5686
10103,C,Ship,4,2,220,3,low,F,9,5896
4561,D,Ship,6,1,280,4,medium,M,5,1431
7644,F,Ship,3,2,189,2,medium,F,4,4160
2483,C,Flight,3,5,208,4,medium,M,12,3181
1016,F,Ship,3,4,186,2,low,M,63,3447
2649,A,Ship,3,1,135,4,medium,M,47,1840
6819,A,Ship,4,5,223,5,medium,F,6,1579
5604,F,Road,4,4,150,2,medium,F,1,4711
9495,A,Ship,4,5,199,4,medium,M,1,5585
5875,D,Road,4,2,202,3,low,M,8,4575
10014,F,Flight,4,1,266,3,low,M,10,4382
4121,C,Flight,4,3,208,2,medium,F,1,5826
5371,D,Ship,4,1,158,3,medium,M,5,5782
6970,B,Road,4,4,192,4,low,F,2,5856
6305,C,Flight,6,5,252,4,low,F,2,1249
10129,D,Road,5,2,130,4,high,M,4,4371
5587,D,Ship,5,2,274,4,medium,F,7,4929
5343,A,Flight,4,2,243,2,medium,F,6,4573
4634,F,Road,4,3,134,4,low,M,3,5233
4097,C,Road,3,5,215,3,low,M,4,4828
156,F,Ship,5,1,114,4,low,F,47,1443
694,B,Flight,3,3,207,7,medium,M,19,2182
6166,B,Flight,5,5,267,3,medium,M,9,4775
10,B,Flight,3,2,164,3,medium,F,29,1187
10152,F,Flight,5,4,235,5,low,F,8,1549
7945,D,Flight,4,1,145,3,low,M,8,5127
4662,F,Flight,3,3,270,3,low,M,7,4152
10471,D,Ship,4,2,263,6,medium,F,4,1644
10162,B,Ship,3,4,174,2,low,M,7,4596
2407,D,Ship,3,5,115,3,medium,M,60,1122
9790,B,Ship,5,5,167,3,low,M,10,5591
1002,F,Ship,3,1,181,3,medium,M,22,3266
7137,A,Flight,5,4,238,3,high,F,5,5907
2681,C,Ship,5,2,243,2,medium,M,58,2758
1760,F,Road,5,4,195,2,low,M,4,3108
1579,D,Ship,5,4,153,6,medium,M,35,1082
10728,F,Ship,5,4,219,5,low,M,10,1363
7034,F,Ship,4,3,196,2,high,M,10,5709
10636,B,Ship,4,2,205,2,medium,M,10,4641
999,A,Ship,3,3,141,2,medium,F,48,1758
1360,B,Road,5,5,263,2,medium,M,59,3238
1115,C,Ship,5,2,178,3,medium,M,60,1176
19,D,Ship,5,5,239,3,high,M,18,2495
7594,B,Ship,5,3,150,4,medium,F,1,5211
6868,B,Ship,4,4,223,5,medium,M,1,1124
8037,A,Ship,6,2,287,4,low,F,7,1837
4279,D,Ship,6,2,271,10,medium,F,2,4145
5298,F,Ship,3,2,263,3,medium,F,3,4181
1247,C,Flight,6,2,271,5,low,M,14,2514
3395,C,Ship,5,5,270,3,low,M,2,4351
443,C,Ship,4,3,186,2,medium,F,48,2805
9647,C,Ship,3,5,198,4,low,F,10,4829
6553,D,Road,5,4,254,5,medium,M,7,1545
5070,F,Flight,3,5,156,3,medium,F,2,4190
6515,C,Ship,4,1,246,6,low,F,6,1335
3152,F,Flight,2,4,274,10,high,M,3,4167
8406,F,Ship,5,3,135,3,medium,F,5,4484
10660,B,Road,4,4,259,5,low,F,5,1065
9684,F,Ship,4,1,234,5,low,M,3,1134
8272,B,Ship,6,5,301,4,low,F,4,1707
9527,C,Ship,4,2,241,6,medium,M,5,4880
4223,C,Road,5,4,168,4,medium,M,5,5580
8729,C,Ship,3,4,238,2,medium,M,7,5974
7087,D,Ship,4,1,266,4,low,M,3,5773
8385,A,Ship,3,1,223,2,low,M,8,5719
5166,F,Ship,5,5,171,3,low,M,8,4227
7763,C,Ship,6,2,259,5,medium,M,1,1357
2521,D,Ship,4,4,162,10,high,M,12,1583
10538,F,Road,4,4,180,4,medium,F,7,5609
584,F,Ship,5,5,182,3,medium,F,27,3039
3897,A,Ship,4,1,247,2,low,M,3,4113
4544,F,Ship,6,5,291,4,low,M,3,1102
8117,C,Ship,6,4,224,4,low,F,6,4493
1169,C,Ship,4,3,177,4,low,M,38,1767
5696,F,Ship,4,2,175,3,medium,M,7,4874
9216,F,Ship,3,4,162,3,medium,M,7,5313
4746,F,Ship,3,2,144,3,high,M,1,5307
227,C,Ship,4,3,161,7,medium,M,63,1496
3720,F,Ship,3,1,252,4,high,M,4,4303
211,D,Ship,2,1,127,3,low,F,15,1522
9121,D,Ship,3,2,150,10,low,F,6,5580
8629,D,Flight,5,5,225,5,low,M,7,1168
8772,F,Flight,5,4,220,2,medium,M,8,5073
5085,A,Flight,4,5,133,3,medium,M,4,5180
2104,B,Ship,3,1,231,3,medium,F,33,2755
6559,D,Road,5,5,222,5,low,F,4,1311
5625,A,Flight,5,3,143,2,medium,M,5,5612
5730,F,Road,4,5,175,3,medium,F,5,4194
4569,A,Ship,3,3,213,3,medium,M,7,4133
10815,A,Road,5,1,174,5,medium,F,6,4677
2205,A,Flight,4,3,255,5,low,M,18,3644
10059,A,Ship,4,1,256,4,medium,F,3,5324
1645,D,Flight,3,2,181,3,medium,M,45,3786
7728,F,Ship,5,2,274,6,medium,M,2,1748
479,C,Ship,3,4,145,8,low,F,24,1594
4756,B,Ship,6,4,291,4,low,F,8,1131
2310,F,Road,6,2,224,3,medium,F,26,3247
8310,F,Ship,5,5,256,5,low,F,10,1333
10349,C,Ship,5,4,187,4,medium,F,1,4147
8656,B,Ship,7,1,245,4,medium,M,4,1653
2357,C,Ship,3,5,264,2,medium,M,33,2021
7469,C,Ship,6,1,286,4,medium,M,1,1636
1402,B,Ship,3,5,152,6,low,F,32,1158
7361,C,Ship,4,4,145,3,high,M,2,5665
5835,A,Ship,3,5,135,2,low,F,4,5275
4917,A,Road,3,1,155,2,low,M,7,4221
1652,F,Flight,4,1,167,3,low,F,57,1782
10028,F,Ship,5,5,207,4,low,F,1,5035
9448,B,Road,5,5,227,5,medium,F,2,1436
961,D,Flight,3,4,210,2,low,F,35,2741
5600,F,Road,4,4,164,4,medium,F,1,4365
8451,A,Ship,4,3,214,2,medium,F,6,4345
581,C,Ship,3,3,214,2,low,M,21,3342
8672,F,Ship,5,1,259,3,low,M,1,5725
6207,A,Ship,3,2,177,4,low,F,3,4199
5291,C,Ship,4,3,194,2,medium,M,4,5780
3766,B,Ship,4,4,247,2,medium,F,6,5833
1015,D,Ship,2,2,153,2,low,M,46,1130
6331,D,Ship,4,3,236,4,medium,M,1,5783
971,C,Flight,6,2,118,2,low,M,40,1014
2764,B,Ship,3,2,191,4,medium,F,16,2277
520,B,Ship,3,1,215,3,medium,F,2,3873
16,B,Flight,4,3,227,3,low,F,45,2707
9340,B,Ship,4,1,175,3,medium,M,2,5861
7408,B,Flight,5,1,261,5,low,F,10,1713
3727,D,Ship,3,5,241,3,low,M,2,4976
8889,A,Road,4,1,231,5,medium,F,10,1144
9043,D,Flight,3,5,238,2,low,F,8,5769
5929,D,Ship,5,2,244,5,medium,F,7,5515
2306,F,Road,3,3,155,3,low,M,20,1830
1618,B,Road,3,2,204,3,medium,M,48,2792
3171,A,Ship,4,5,139,3,low,F,3,5824
5744,F,Road,4,1,242,2,low,F,2,5825
6195,A,Ship,5,2,173,4,high,F,9,4307
7215,A,Ship,6,1,273,4,low,M,3,1361
748,B,Ship,4,4,177,2,low,M,6,1112
7116,F,Road,3,1,199,3,medium,F,7,4377
7982,F,Ship,4,4,218,2,medium,M,3,5039
5026,B,Ship,6,5,292,4,low,M,4,1762
5810,F,Ship,5,1,179,3,low,F,7,5814
4807,D,Flight,6,1,260,4,medium,F,2,1131
6967,D,Road,2,3,215,2,medium,F,3,5052
6281,C,Road,6,3,298,4,low,F,1,1657
10913,C,Ship,4,2,258,3,medium,F,9,4977
5808,F,Ship,4,1,171,2,medium,M,1,5635
6696,F,Road,3,5,254,3,medium,M,5,4946
5385,A,Ship,5,4,248,4,medium,F,5,4271
4510,B,Road,6,5,154,2,high,M,7,4359
963,A,Flight,3,2,180,4,medium,M,52,1329
2902,B,Ship,4,1,216,4,low,M,4,2263
8394,F,Ship,6,4,152,3,low,M,10,4376
5391,A,Ship,4,2,137,2,medium,F,2,5804
3604,B,Ship,4,2,275,6,medium,M,9,1890
4769,C,Road,4,5,273,2,low,F,9,5724
9923,C,Ship,7,1,254,4,low,F,5,1865
9860,F,Flight,4,4,160,4,low,M,1,5520
8069,C,Road,5,3,202,3,low,M,4,4134
80,F,Ship,3,5,257,2,medium,F,56,3711
3385,D,Ship,2,5,209,5,medium,F,9,5565
5357,C,Flight,2,4,144,4,low,F,8,5760
10034,F,Ship,4,2,198,2,high,M,2,5662
3695,C,Flight,3,1,138,3,medium,F,7,5534
10341,A,Ship,6,5,287,5,low,M,2,5611
8427,A,Ship,3,4,240,2,medium,F,2,5661
3441,A,Flight,4,5,178,2,high,M,5,5403
8428,B,Ship,2,2,271,4,medium,M,9,4066
6225,A,Ship,4,2,217,6,medium,F,3,1732
6755,C,Ship,4,1,160,5,low,F,10,4018
1912,B,Road,4,2,202,4,low,F,1,3602
268,B,Road,4,1,258,3,medium,M,36,2211
4028,F,Ship,4,5,249,2,medium,F,10,4562
9946,B,Ship,6,5,157,5,low,F,10,1133
5519,C,Ship,5,3,227,5,medium,M,2,1965
6047,C,Ship,5,2,275,5,low,M,9,1373
9274,B,Ship,3,3,150,3,medium,M,9,5852
1999,D,Ship,4,4,168,3,low,F,35,1434
9406,B,Ship,6,2,309,4,medium,F,8,1930
2789,C,Ship,3,5,193,2,medium,F,12,3730
4643,C,Road,4,3,204,2,low,F,7,4717
7201,D,Ship,5,5,240,6,low,F,10,1986
10181,C,Ship,5,5,263,5,medium,M,2,1417
6292,B,Road,5,5,265,5,medium,F,8,1867
3427,D,Flight,3,5,168,5,medium,M,9,5731
993,A,Ship,4,3,136,3,medium,M,9,1548
9965,C,Ship,6,2,189,2,low,F,2,1837
2513,C,Ship,3,5,178,3,low,F,39,1498
586,B,Ship,3,3,234,3,medium,F,8,2334
6605,C,Ship,6,3,295,4,low,F,10,1495
186,F,Ship,3,2,209,3,medium,M,54,3001
6687,A,Road,4,5,105,5,high,M,4,5824
8080,B,Flight,4,3,117,3,medium,F,4,4666
8343,A,Road,6,4,262,5,low,M,9,1369
10395,A,Road,4,1,170,10,medium,F,3,5211
8943,A,Ship,3,1,266,3,low,F,8,4574
8537,C,Ship,6,1,222,8,low,M,2,4914
9381,A,Ship,5,2,194,4,low,M,8,5650
7662,F,Road,4,3,240,8,medium,M,8,4319
9497,C,Ship,3,3,221,3,low,F,5,4388
2249,C,Ship,5,1,189,3,medium,M,13,3492
2417,C,Ship,3,1,153,2,low,F,6,1314
2661,A,Ship,4,4,143,5,high,F,5,1027
84,F,Ship,5,5,162,3,high,F,31,1364
6963,A,Road,3,1,269,4,low,F,7,5107
8172,F,Ship,4,2,224,3,low,F,9,4896
3642,F,Ship,5,1,162,3,medium,M,5,4064
8532,F,Ship,4,2,233,4,high,F,1,4316
7394,F,Flight,4,5,152,7,low,M,9,4224
6164,F,Flight,5,4,211,3,medium,F,7,4856
3542,F,Road,3,2,150,2,low,F,3,4174
1489,D,Road,4,3,164,3,low,M,28,1880
2418,F,Ship,3,4,228,2,medium,M,65,3943
8683,D,Ship,3,4,214,3,low,F,1,5722
10307,C,Ship,4,2,174,3,low,M,4,5625
9942,F,Ship,5,3,263,5,medium,F,6,1192
9625,D,Ship,6,3,244,5,medium,F,1,1847
10487,C,Ship,6,4,206,5,medium,F,10,1680
6335,C,Ship,2,2,226,3,low,M,5,5875
1719,A,Ship,4,5,178,3,high,M,22,1907
6320,F,Ship,4,3,252,3,medium,F,7,4852
5394,F,Ship,5,1,186,4,medium,M,5,5239
5590,B,Ship,4,5,257,2,low,M,3,5394
10326,F,Ship,3,2,188,5,medium,M,7,5673
2258,F,Ship,4,5,178,3,low,F,5,1012
4086,F,Road,3,5,182,4,low,M,6,1272
7127,C,Flight,3,1,239,3,low,M,2,4425
1202,F,Ship,6,1,213,3,low,M,63,1548
6938,F,Ship,4,2,271,3,medium,F,4,4186
5392,B,Ship,4,4,222,2,medium,M,7,4343
10025,C,Ship,5,1,258,3,medium,M,7,4466
5320,B,Road,4,3,274,3,high,F,7,5517
1636,B,Road,4,2,278,6,low,F,36,2330
3353,C,Ship,4,3,244,2,low,M,10,4486
1370,F,Flight,3,2,152,6,low,F,7,1674
628,B,Ship,4,2,190,5,high,F,38,3022
5410,B,Ship,5,5,186,4,medium,F,9,5592
5989,D,Ship,5,2,233,7,medium,F,8,5519
8102,F,Ship,3,1,146,3,medium,M,9,4944
3489,A,Ship,5,4,152,3,low,M,1,5314
9388,B,Ship,3,2,177,3,low,F,9,5427
1962,F,Ship,2,3,117,2,medium,M,36,1210
426,F,Flight,4,3,158,3,medium,F,57,1911
2438,F,Ship,4,5,206,3,low,F,65,2598
2832,F,Ship,4,2,167,3,low,M,21,1637
5027,C,Ship,6,3,256,5,low,F,1,1980
9582,F,Road,4,4,280,3,medium,M,5,5624
5071,D,Flight,5,1,257,3,medium,M,7,4133
3194,F,Ship,3,3,129,3,high,M,7,5197
4108,B,Flight,3,5,108,2,low,F,10,5559
10215,A,Ship,4,2,270,5,low,F,10,1340
8217,A,Flight,6,5,143,5,high,M,9,4060
6949,D,Ship,3,4,205,5,low,F,4,4483
10862,F,Ship,4,1,145,3,medium,F,7,4386
2616,F,Flight,3,5,102,6,medium,M,3,1341
2430,F,Ship,3,2,143,3,low,F,58,1785
7609,D,Ship,5,5,140,3,high,F,7,4799
8833,D,Ship,5,1,237,5,medium,F,8,1150
1379,C,Flight,3,1,110,3,low,F,54,1155
10795,D,Ship,5,5,224,5,low,F,7,1505
3366,F,Ship,4,4,256,3,medium,M,1,5784
386,F,Road,2,5,182,2,medium,F,57,2896
2422,B,Ship,3,3,188,5,low,M,25,3992
4888,B,Ship,5,2,225,4,low,M,1,4328
9608,F,Ship,4,1,140,2,low,M,8,4926
9436,B,Road,6,4,256,4,medium,F,9,1791
4207,D,Ship,3,3,181,3,low,F,1,5094
6735,A,Ship,4,3,201,2,low,F,10,4875
1775,C,Road,3,5,180,2,low,M,33,1444
6924,F,Ship,5,3,253,4,low,M,9,1729
4867,D,Ship,4,3,158,5,medium,F,7,4344
6364,B,Ship,4,2,182,3,medium,M,9,5735
4147,D,Ship,4,3,261,3,medium,F,2,4028
2621,C,Ship,2,4,120,2,medium,M,13,1240
9593,C,Flight,4,3,249,4,medium,M,10,5614
9514,B,Ship,3,3,249,4,low,M,7,5868
3224,F,Ship,5,4,269,3,low,F,3,4489
2151,A,Ship,4,3,214,2,low,M,57,2078
6666,F,Ship,4,5,157,3,medium,M,2,5791
10546,B,Flight,5,1,202,4,low,F,2,5748
10337,C,Ship,3,3,214,3,medium,M,3,4056
322,B,Ship,4,5,141,3,medium,M,12,1672
2672,F,Ship,4,3,233,2,medium,F,47,3606
5387,C,Ship,4,4,219,2,medium,M,7,4604
9936,F,Ship,6,4,254,5,medium,F,10,1435
2534,F,Ship,3,4,229,3,medium,F,46,3223
10988,F,Ship,5,3,242,5,low,F,10,1846
5267,C,Ship,6,2,304,5,medium,M,6,1178
5414,F,Ship,4,5,199,2,low,F,8,4463
9361,D,Ship,7,2,244,4,medium,F,8,1477
4783,D,Road,3,4,144,3,medium,M,8,5867
5362,B,Ship,4,2,251,2,low,F,10,4898
3033,A,Ship,3,2,141,4,low,M,9,1909
10458,F,Ship,4,3,242,6,low,M,5,1411
8546,F,Ship,2,4,245,2,medium,F,3,5850
8244,F,Ship,4,4,177,7,low,F,3,5646
6477,A,Ship,3,2,261,8,low,F,3,5171
254,F,Road,2,5,160,3,low,F,19,1399
6304,B,Flight,6,5,301,4,low,F,3,1958
7190,F,Ship,4,1,236,5,medium,M,4,1953
7432,B,Ship,3,2,166,2,medium,M,6,4765
9548,F,Ship,3,2,153,4,high,M,7,4750
5218,B,Flight,6,4,275,4,low,M,9,1585
506,F,Ship,3,1,219,2,low,F,39,2696
7499,C,Ship,5,5,249,5,medium,M,5,1662
9309,A,Road,4,4,155,3,medium,F,6,5778
7506,F,Ship,7,3,305,4,low,F,3,1872
5581,D,Ship,3,1,221,4,medium,F,8,5971
55,D,Ship,4,3,203,3,high,M,12,3539
4474,B,Ship,3,1,173,2,low,M,10,4115
4482,F,Ship,5,2,149,2,medium,F,8,5396
2193,A,Flight,4,4,252,3,medium,F,7,2477
4753,D,Ship,3,4,272,8,high,F,10,4070
10769,C,Ship,4,1,237,5,medium,M,5,1154
10209,A,Ship,5,2,263,6,low,M,2,1851
3063,A,Ship,6,4,217,5,low,F,7,3725
10102,B,Ship,4,3,203,2,low,M,8,5597
684,F,Flight,4,5,137,4,high,M,29,1262
3292,B,Flight,5,1,270,2,high,M,10,5360
1510,B,Flight,3,3,223,2,medium,M,30,3622
6080,F,Ship,2,5,167,3,medium,M,8,4605
288,F,Flight,4,4,149,3,low,M,34,1977
5947,D,Ship,4,3,170,6,medium,M,6,4998
7320,F,Ship,4,1,209,3,low,F,7,4808
4906,B,Road,3,2,162,3,medium,M,6,4505
5777,C,Ship,5,4,224,6,low,F,6,1049
8710,B,Ship,3,2,244,2,high,F,9,4142
8552,F,Ship,6,3,287,4,low,M,3,1824
10052,F,Ship,6,1,113,2,medium,F,7,5234
6876,F,Ship,5,2,248,5,low,M,4,1284
1527,A,Ship,3,1,230,2,medium,M,28,3646
7501,D,Ship,7,2,300,4,medium,F,10,1179
599,C,Ship,4,5,270,2,low,F,34,2821
8450,F,Ship,5,5,177,5,low,F,1,4379
827,C,Flight,5,2,232,2,medium,M,24,2174
7904,F,Ship,5,2,154,4,low,F,8,4820
10909,D,Ship,4,1,192,4,high,M,10,4570
3770,F,Ship,3,1,196,3,medium,M,8,4516
544,B,Flight,3,3,231,2,low,M,46,2962
6535,D,Ship,4,5,242,2,low,M,4,5341
6817,D,Ship,6,1,266,4,low,M,9,1287
8226,F,Flight,5,1,262,3,medium,M,9,5146
4528,B,Flight,3,1,174,6,medium,F,4,4910
8759,C,Road,4,4,141,3,low,M,10,4289
1735,D,Ship,5,4,241,3,medium,M,40,3484
2677,D,Ship,5,3,209,4,medium,F,7,2675
9818,F,Ship,4,4,207,3,medium,F,1,4019
3578,F,Flight,4,1,102,3,medium,M,3,4179
2713,D,Ship,3,3,237,5,low,M,48,2057
6083,C,Ship,4,3,229,2,medium,M,7,5364
6828,F,Road,7,3,279,4,medium,M,8,1060
5204,F,Flight,3,4,243,3,medium,F,8,4959
2772,F,Ship,6,5,249,5,medium,M,26,3897
5268,F,Ship,6,2,301,5,medium,M,3,1844
267,A,Road,2,3,264,4,low,F,10,1648
2979,A,Ship,4,5,202,3,low,F,38,2651
8795,C,Ship,3,5,188,4,medium,M,3,4033
9987,A,Road,4,5,244,3,medium,M,3,5857
3841,D,Flight,4,2,153,2,medium,F,4,4069
10581,A,Ship,3,1,235,3,low,F,9,5735
171,A,Ship,4,3,185,3,medium,F,10,2263
4282,B,Ship,4,2,224,3,medium,F,3,4511
1697,C,Ship,4,3,246,3,medium,F,52,2440
9521,C,Ship,5,1,203,3,low,M,10,4750
2829,A,Ship,3,1,270,4,low,M,47,3487
5665,D,Ship,4,5,216,4,medium,F,1,4458
